Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM AFLORDIZIO CARVALHO DA SILVA,32040695,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ENG RUBENS BLEY, 100 DA PENHA. 29047-170 Vitória - ES.",(27) 30979336,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.2952586,-40.3109794
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MAJOR ALFREDO PEDRO RABAYOLLI,32040725,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DARIO LOURENCO DE SOUZA, 752 ESCOLA. MARIO CYPRESTE. 29027-215 Vitória - ES.",(27) 32153178,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3154936,-40.3580188
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MARIA ORTIZ,32040733,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCO ARAUJO, 35 CENTRO. 29015-090 Vitória - ES.",(27) 32230282,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-20.3209781,-40.3405649
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEMTI PROF FERNANDO DUARTE RABELO,32040784,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA CRISTOVAO JAQUES, 260 SANTA HELENA. 29055-070 Vitória - ES.",(27) 32359269,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.3094974,-40.2947334
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ALMIRANTE BARROSO,32041560,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO ALMIRANTE, SN GOIABEIRAS. 29075-180 Vitória - ES.",(27) 33271131,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.2669944,-40.299434
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM ARNULPHO MATTOS,32041640,ES,Vitória,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NEREU RAMOS, SN CASA. REPUBLICA. 29070-160 Vitória - ES.",(27) 33270449,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.2720138,-40.2939428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CAMILA MOTTA,32041756,ES,Alfredo Chaves,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NELSON DA COSTA MELLO, 197 OURO BRANCO. 29240-000 Alfredo Chaves - ES.",(27) 32691838,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.6381629,-40.7465624
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CORONEL GOMES DE OLIVEIRA,32042647,ES,Anchieta,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DE RODAGEM ESTADUAL ANCHIETA X JABAQUARA, 1.078 PROXIMO AO P.A.. NOVA ESPERANCA. 29230-000 Anchieta - ES.",(28) 35361859,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7996681,-40.6421648
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANGELICA PAIXAO,32043490,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, SN S. ITAPEBUSSU. 29210-210 Guarapari - ES.",(27) 32610026,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,"Atendimento Educacional Especializado, Atividade Complementar",-20.6616597,-40.5042247
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM LEANDRO ESCOBAR,32043546,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAMPO BELO, 15 JARDIM SANTA ROSA. 29217-230 Guarapari - ES.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.6215675,-40.4672481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MANOEL ROZINDO DA SILVA,32043554,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SANTANA, SN MEAIPE. 29208-180 Guarapari - ES.",(27) 992896709,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7379968,-40.5389735
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA MARIA DA GLORIA FLORES DA SILVA DE SOUZA,32043635,ES,Guarapari,Rural,A escola não está em área de localização diferenciada,Pública,"RUA RIO CLARO, SN ZONA RURAL. 29200-010 Guarapari - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.5232745,-40.5333962
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ZENOBIA LEAO,32043651,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FERNANDO DE ABREU, 417 SAO JUDAS TADEU. 29200-490 Guarapari - ES.",(27) 33621629,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.67421754,-40.50551745
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ZULEIMA FORTES FARIA,32043660,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ANTONIO GUIMARAES, SNº ITAPEBUSSU. 29210-190 Guarapari - ES.",(27) 33611701,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.6638097,-40.5075077
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM DOUTOR SILVA MELLO,32043686,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LAURO SIMOES, 366 ITAPEBUSSU. 29210-020 Guarapari - ES.",(27) 30304596,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.67295135,-40.50267284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM LYRA RIBEIRO SANTOS,32043694,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA WALTRUDES ALVES ROSA, SN PREDIO. KUBITSCHEK. 29203-150 Guarapari - ES.",(27) 33614277,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.6831843,-40.5149008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM GUARAPARI,32043830,ES,Guarapari,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAQUIM DA SILVA LIMA, 58 CENTRO. 29200-260 Guarapari - ES.",(27) 32628891,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,"Atendimento Educacional Especializado, Atividade Complementar",-20.6711598,-40.4974091
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CEL ANTONIO DUARTE,32044364,ES,Iconha,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DANILO MONTEIRO DE CASTRO, 229 CENTRO. 29280-000 Iconha - ES.",(28) 35371180,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.7895301,-40.8159331
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA FILOMENA QUITIBA,32044747,ES,Piúma,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MIMOSO DO SUL, 884 PREDIO. CENTRO. 29285-000 Piúma - ES.",(28) 35201896,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.83773565,-40.72666275
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM WALDEMIRO HEMERLY,32044950,ES,Rio Novo do Sul,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAPITAO BLEY, 19 CENTRO. 29290-000 Rio Novo do Sul - ES.",(28) 35331722,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.8638162,-40.9323705
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSOR PEDRO SIMAO,32045360,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARMOSINA DIAS DO NASCIMENTO, SN ANTIGO LUCIANO DUART. CLERIO MOULIN. 29500-000 Alegre - ES.",(28) 999436649,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.7664681,-41.5458981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI ARISTEU AGUIAR,32045379,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DR WANDERLEY, S/Nº ESCOLA. CENTRO. 29500-000 Alegre - ES.",(28) 35521619,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7589086,-41.5374543
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANA MONTEIRO DE PAIVA,32045719,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SEBASTIAO JOSE VIAL, 320 0. ANUTIBA. 29500-000 Alegre - ES.",(28) 35527219,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.611608,-41.4496379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM OSCAR DE ALMEIDA GAMA,32045867,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HUGO FURTADO, SN ARARAI. 29535-000 Alegre - ES.",(28) 81020315,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.5928034,-41.555549
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE CORRENTE,32046022,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUCINDO RODRIGUES PINTO, 183 PREDIO. CAFE. 29515-000 Alegre - ES.",(28) 35529035,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.8684109,-41.5716169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SIRENA REZENDE FONSECA,32046103,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE LOUREIRO PRATA, 190 CENTRO. CELINA. 29510-000 Alegre - ES.",(28) 35526149,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.7647567,-41.592005
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFª CELIA TEIXEIRA DO CARMO,32046197,ES,Alegre,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA THEODORO PINTO DE SOUZA, SN CENTRO. RIVE. 29520-000 Alegre - ES.",(28) 35528022,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.7567023,-41.4591117
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JUVENAL NOLASCO,32046383,ES,Divino de São Lourenço,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ADOLFO BATISTA, 83 ESCOLA. CENTRO. 29590-000 Divino de São Lourenço - ES.",(28) 35511141,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.6223125,-41.6866183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PEDRO DE ALCANTARA GALVEAS,32046634,ES,Dores do Rio Preto,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA FIRMINO DIAS, 360 CENTRO. 29580-000 Dores do Rio Preto - ES.",(28) 35591586,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.692903,-41.8489949
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SAO JOSE - DORES DO RIO PRETO,32046642,ES,Dores do Rio Preto,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA VEREADOR JOSE MOREIRA DE LACERDA, 10 PEDRA MENINA. 29580-000 Dores do Rio Preto - ES.",(28) 35593007,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.5551893,-41.8187705
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANTONIO CARNEIRO RIBEIRO,32046901,ES,Guaçuí,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE VIEIRA DE SOUZA, SN ESCOLA. QUINCAS MACHADO. 29560-000 Guaçuí - ES.",(28) 992524293,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.770824,-41.6788325
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI MONSENHOR MIGUEL DE SANCTIS,32047002,ES,Guaçuí,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA PREF NORIVAL COUZI - KM 96, KM 96 BR 482. MORADA DAS PALMEIRAS. 29560-000 Guaçuí - ES.",(28) 35531695,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.7845189,-41.6842821
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSORA MARIA TRINDADE DE OLIVEIRA,32047720,ES,Ibatiba,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA AFONSO CLAUDIO, 440 AO LADO DO AMA. CENTRO. 29395-000 Ibatiba - ES.",(28) 35430034,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.23469332,-41.50818648
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANTONIO LEMOS JUNIOR,32048092,ES,Ibitirama,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONCEICAO MIRANDA VAILANT, 21 PD CENTRO. 29540-000 Ibitirama - ES.",(28) 35691371,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.5388465,-41.6612205
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM OLAVO RODRIGUES DA COSTA,32048106,ES,Ibitirama,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GERALDO DE OLIVEIRA BARBOSA, SN 000. SANTA MARTA. 29545-000 Ibitirama - ES.",(28) 999290298,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.5133586,-41.7159909
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM BERNARDO HORTA,32048459,ES,Irupi,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO MARIANO, 27 PREDIO ESCOLAR. CENTRO. 29398-000 Irupi - ES.",(28) 35481665,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3459965,-41.6411507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI HENRIQUE COUTINHO,32048920,ES,Iúna,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DESEMBARGADOR EPAMINONDAS DO AMARAL, 190 PREDIO. CENTRO. 29390-000 Iúna - ES.",(28) 35451318,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.347524,-41.5323537
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PADRE AFONSO BRAZ,32049242,ES,Iúna,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PREFEITO JOSE RAPOSO, 84 PREDIO. PEQUIA. 29392-000 Iúna - ES.",(28) 98114156,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.2771509,-41.7778903
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI BRAULIO FRANCO,32049536,ES,Muniz Freire,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAPITAO JOAO ALVES, 60 PREDIO. CENTRO. 29380-000 Muniz Freire - ES.",(28) 35441135,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.4629482,-41.4130894
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ARQUIMIMO MATTOS,32050364,ES,Muniz Freire,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NOSSA SENHORA DA CONCEICAO, SN ESCOLA. PIACU. 29386-000 Muniz Freire - ES.",(28) 35445131,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.336727,-41.3902912
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CANDIDA POVOA,32050984,ES,Apiacá,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LAD MARECHAL CANDIDO RONDON, SN CENTRO. 29450-000 Apiacá - ES.",(28) 35571830,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-21.15134197,-41.56941055
